,team_size,n_sources,heuristic_size,reliability_mean,reliability_range,n_samples,team_type,accuracy_opinion,precision_opinion,accuracy_evidence,accuracy_bounded,precision_bounded,diversity,average
0,9,17,5,0.65,0.2,1,expert,,,0.9018004117488861,,,0.4259259259259261,0.8614377332899307
1,9,17,5,0.65,0.2,1,diverse,,,0.9025750441378727,,,0.8726851851851843,0.7698523676215279
