,group_size,n_sources,heuristic_size,reliability_mean,reliability_range,n_samples,group_type,procedure,accuracy,precision,diversity,average
0,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
1,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
2,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
3,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
4,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
5,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
6,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
7,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
8,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
9,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
10,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
11,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
12,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
13,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
14,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
15,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
16,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
17,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
18,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
19,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
20,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
21,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
22,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
23,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
24,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
25,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
26,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
27,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
28,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
29,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
30,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
31,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
32,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
33,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
34,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
35,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
36,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
37,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
38,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
39,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
40,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
41,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
42,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
43,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
44,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
45,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
46,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
47,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
48,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
49,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
50,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
51,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
52,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
53,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
54,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
55,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
56,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
57,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
58,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
59,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
60,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
61,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
62,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
63,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
64,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
65,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
66,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
67,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
68,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
69,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
70,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
71,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
72,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
73,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
74,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
75,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
76,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
77,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
78,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
79,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
80,100000001,13,5,0.55,0.2,100,diverse,aggregation,0.6448371411422178,,,0.5933679861111112
