,team_size,n_sources,heuristic_size,reliability_mean,reliability_range,n_samples,team_type,accuracy_opinion,precision_opinion,accuracy_evidence,accuracy_bounded,precision_bounded,diversity,average
0,9,17,5,0.55,0.2,1,expert,,,0.7338870098638536,,,0.4259259259259261,0.714942316623264
1,9,17,5,0.55,0.2,1,diverse,,,0.6637427524998297,,,0.8719135802469129,0.5954550518120661
