,group_size,n_sources,heuristic_size,reliability_mean,reliability_range,n_samples,group_type,procedure,accuracy,precision,diversity,average
0,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5940274281669259
1,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637513646082298,,,0.5953427830043493
2,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5950521459491439
3,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5906422720870439
4,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5923227981228977
5,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5930747670127725
6,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.593019798979707
7,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637473302271001,,,0.5930433565110429
8,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5930653035745994
9,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5920452409742359
10,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5929050667838024
11,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5962418342326621
12,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5931540906334877
13,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5939682620967901
14,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5940358653260803
15,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637314886228777,,,0.5922715719820952
16,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5931099489719266
17,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5940396896127554
18,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5942475567322084
19,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.592587403588843
20,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637247136101285,,,0.5925054572508791
21,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5937064460039474
22,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5926798808143762
23,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5947721906529752
24,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5942765621609838
25,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5943846737338591
26,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5939381303632892
27,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.593601769918924
28,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5942226784275296
29,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5932850439331179
30,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5963280986969575
31,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5929865375889981
32,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5943351889778924
33,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5939781639789655
34,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5921213523567498
35,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5936501763470906
36,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5929763141966677
37,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5938993706696136
38,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637447509876024,,,0.5945410041752683
39,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637332719882184,,,0.5924186114489759
40,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5934325725501307
41,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637534941643897,,,0.5955874885612437
42,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5930559080811768
43,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637215361437124,,,0.5933754437005866
44,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5940059911005745
45,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5955037997482255
46,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5959397841757853
47,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5921362767633979
48,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5904716224522549
49,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5921344861833724
50,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5918922324398016
51,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5918130968488301
52,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5908325364278058
53,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5913356529255658
54,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5938130881478143
55,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637270937078601,,,0.5925496586537242
56,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5916969733678188
57,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5939784758478828
58,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.593556428894592
59,1001,17,5,0.55,0.2,100,diverse,aggregation,0.66374162501119,,,0.591726237544804
60,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5916423266735708
61,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637586175275071,,,0.5962349611588365
62,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5930249456390778
63,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637818480982118,,,0.5919068280590261
64,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5926922565703341
65,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5914256454031809
66,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5919973957469534
67,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.593990751559232
68,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5930308959851186
69,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5951673090989823
70,1001,17,5,0.55,0.2,100,diverse,aggregation,0.6637427524998297,,,0.5919912866784096
