,group_size,n_sources,heuristic_size,reliability_mean,reliability_range,n_samples,group_type,procedure,accuracy,precision,diversity,average
0,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7649013170086087
1,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7656688740503325
2,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7655674868726953
3,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7671224846449847
4,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7665826946433197
5,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7665460689387774
6,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7654626320284655
7,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7650960269051936
8,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7649221216283718
9,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7656546763884265
10,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7684768770889604
11,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7635984841547342
12,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7654430425284593
13,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7650522533407951
14,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7650667601996769
15,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7644233798377549
16,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7653188128075629
17,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7649736125448627
18,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7676002490179573
19,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7684986905918157
20,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7654598896628064
21,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7646172011013678
22,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7648930775166193
23,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7670861988243239
24,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7649520933002183
25,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7658309160438327
26,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7653380351747019
27,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7675583197049866
28,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7662355360226195
29,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7662506394377228
30,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7666243407903826
31,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7661305384584551
32,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7651421791480126
33,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7648981786500538
34,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7624479312893897
35,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7679563460228044
36,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7649880394219979
37,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7676718908637659
38,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7664144974547059
39,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7671529900115317
40,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7652431696081697
41,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7657297180443015
42,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7644755931722599
43,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.764419142871018
44,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7655808306199975
45,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7656292375140292
46,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7668638362948781
47,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7653312940685857
48,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7648082896193313
49,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7673534995174579
50,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7640420717785302
51,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7672970456780874
52,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.765531316199233
53,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7654581689298356
54,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7661232515092934
55,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7670811357623858
56,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7659597127255461
57,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7636765670440671
58,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.763547225652434
59,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7661322908418742
60,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7641259323700992
61,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7653569549046632
62,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7644868282103701
63,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7666096127637795
64,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7647441568076985
65,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7649957258790594
66,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7668113184654853
67,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7664097620049704
68,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7645278246367831
69,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7660671411921414
70,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7644416053159804
71,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7663907705720207
72,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7657467164008831
73,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7666126087955256
74,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7679487617706368
75,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.764613288301205
76,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7634359367098952
77,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7641012339589424
78,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7663219456469458
79,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7664804511460762
80,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7673481344273011
81,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7650634578692913
82,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7655552554235888
83,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7649202678340179
84,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7673441753848004
85,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7659512737879405
86,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7652108534135618
87,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.762776183662017
88,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7662453394445062
89,1001,13,5,0.65,0.2,1000,diverse,aggregation,0.8726842506787728,,,0.7662869996515831
