,group_size,n_sources,heuristic_size,reliability_mean,reliability_range,n_samples,group_type,procedure,accuracy,precision,diversity,average
0,100000001,17,5,0.65,0.2,10,diverse,aggregation,0.9025750441378727,,,0.7653112658691407
1,100000001,17,5,0.65,0.2,10,diverse,aggregation,0.9025750441378727,,,0.7653112658691407
2,100000001,17,5,0.65,0.2,10,diverse,aggregation,0.9025750441378727,,,0.7653112658691407
3,100000001,17,5,0.65,0.2,10,diverse,aggregation,0.9025750441378727,,,0.7653112658691407
4,100000001,17,5,0.65,0.2,10,diverse,aggregation,0.9025750441378727,,,0.7653112658691407
5,100000001,17,5,0.65,0.2,10,diverse,aggregation,0.9025750441378727,,,0.7653112658691407
6,100000001,17,5,0.65,0.2,10,diverse,aggregation,0.9025750441378727,,,0.7653112658691407
7,100000001,17,5,0.65,0.2,10,diverse,aggregation,0.9025750441378727,,,0.7653112658691407
8,100000001,17,5,0.65,0.2,10,diverse,aggregation,0.9025750441378727,,,0.7653112658691407
9,100000001,17,5,0.65,0.2,10,diverse,aggregation,0.9025750441378727,,,0.7653112658691407
10,100000001,17,5,0.65,0.2,10,restricted_10,aggregation,0.9025750441378727,,,0.7727643903115058
11,100000001,17,5,0.65,0.2,10,restricted_10,aggregation,0.9025750441378727,,,0.7727643903115058
12,100000001,17,5,0.65,0.2,10,restricted_10,aggregation,0.9025750441378727,,,0.7727643903115058
13,100000001,17,5,0.65,0.2,10,restricted_10,aggregation,0.9025750441378727,,,0.7727643903115058
14,100000001,17,5,0.65,0.2,10,restricted_10,aggregation,0.9025750441378727,,,0.7727643903115058
15,100000001,17,5,0.65,0.2,10,restricted_10,aggregation,0.9025750441378727,,,0.7727643903115058
16,100000001,17,5,0.65,0.2,10,restricted_10,aggregation,0.9025750441378727,,,0.7727643903115058
17,100000001,17,5,0.65,0.2,10,restricted_10,aggregation,0.9025750441378727,,,0.7727643903115058
18,100000001,17,5,0.65,0.2,10,restricted_10,aggregation,0.9025750441378727,,,0.7727643903115058
19,100000001,17,5,0.65,0.2,10,restricted_10,aggregation,0.9025750441378727,,,0.7727643903115058
